Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6587879,Horns,Joe Hill,"Hill, Joe",,"=""0061147958""","=""9780061147951""",0,3.93,William Morrow,Hardcover,370,2010,2009,,2021/09/05,to-read,to-read (#183),to-read,,,,0,0
44510181,"Malorie (Bird Box, #2)",Josh Malerman,"Malerman, Josh",,"=""""","=""""",2,3.80,Del Rey,Kindle Edition,301,2020,2020,2021/09/05,2021/09/05,,,read,An unnecessary sequel with mediocre plot points and writing.,,,1,0
66695,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,"Salvatore, R.A.",,"=""1560760478""","=""9781560760474""",3,4.22,Wizards of the Coast,Mass Market Paperback,309,1991,1991,2021/09/05,2021/08/31,,,read,"A tad meandering but enjoyable, with interesting and endearing characters.",,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",5,4.33,New York Review Books,Paperback,288,2006,1965,2021/09/04,2021/06/11,,,read,"Literature reflects upon experiences of life; real or imagined. Stoner is as depressing as all life journey's are, filled with regrets, love, friendships, foes, growth, disappointment and eventually death.<br/><br/>I feel this is a really important book for thanatophobes like myself, because it frames death with the perspective of a life lived.",true,,1,0
25776132,The Brain: The Story of You,David Eagleman,"Eagleman, David",,"=""1101870532""","=""9781101870532""",3,4.26,Pantheon,Hardcover,224,2015,2015,2021/08/30,2019/07/05,,,read,,,,1,0
28247,"Voice of the Gods (Age of the Five, #3)",Trudi Canavan,"Canavan, Trudi",,"=""0060815922""","=""9780060815929""",3,4.10,HarperCollins Publishers Inc.,Mass Market Paperback,574,2007,2007,2021/08/29,2015/04/21,,,read,The ending was much less impressive a second time round.,,,2,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",0,4.13,Waking Lion Press,Paperback,86,2006,1886,,2021/08/28,to-read,to-read (#181),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.11,Plume,Paperback,216,2005,1970,,2021/08/28,to-read,to-read (#180),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""""","=""""",0,4.34,Doubleday,Hardcover,720,2015,2015,,2021/08/28,to-read,to-read (#179),to-read,,,,0,0
28246,"Last of the Wilds (Age of the Five, #2)",Trudi Canavan,"Canavan, Trudi",,"=""0060815914""","=""9780060815912""",4,4.05,"Harper Voyager, HarperCollins Publishers Inc.",Mass Market Paperback,576,2006,2006,2010/01/01,2015/04/21,,,read,,,,2,0
34859192,"Heart of Malice (Alice Worth, #1)",Lisa Edmonds,"Edmonds, Lisa",,"=""1944728341""","=""9781944728342""",0,4.14,City Owl Press,Paperback,338,2017,2017,,2021/08/23,to-read,to-read (#177),to-read,,,,0,0
28248,"Priestess of the White (Age of the Five, #1)",Trudi Canavan,"Canavan, Trudi",,"=""0060815701""","=""9780060815707""",4,3.88,HarperCollins Publishers Inc.,Mass Market Paperback,598,2005,2005,2021/08/21,2015/04/21,,,read,,,,2,0
25003119,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.08,Canongate Books,Kindle Edition,274,2015,2015,,2021/08/20,to-read,to-read (#176),to-read,,,,0,0
17302559,"Thief's Magic (Millennium’s Rule, #1)",Trudi Canavan,"Canavan, Trudi",,"=""0316209279""","=""9780316209274""",0,3.88,Orbit,Hardcover,553,2014,2014,,2021/08/15,to-read,to-read (#175),to-read,,,,0,0
28251,"The High Lord (Black Magician Trilogy, #3)",Trudi Canavan,"Canavan, Trudi",,"=""1841493155""","=""9781841493152""",5,4.14,Orbit,Paperback,644,2004,2002,,2015/04/21,,,read,,,,2,0
28250,"The Novice (Black Magician Trilogy, #2)",Trudi Canavan,"Canavan, Trudi",,"=""1841493147""","=""9781841493145""",5,4.08,Orbit,Paperback,577,2004,2002,,2015/04/21,,,read,,,,2,0
28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,"Canavan, Trudi",,"=""1841493139""","=""9781841493138""",5,3.95,Orbit,Paperback,467,2004,2001,2021/08/06,2015/04/21,,,read,,,,2,0
3342764,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan,"Canavan, Trudi",,"=""0316037885""","=""9780316037884""",5,3.97,Orbit,Hardcover,593,2009,2009,,2019/05/10,,,read,,,,2,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,4.00,Allen & Unwin,Paperback,288,2019,2013,,2021/08/03,to-read,to-read (#174),to-read,,,,0,0
54482639,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",0,4.15,Riverhead Books,Hardcover,343,2020,2020,,2021/08/01,to-read,to-read (#173),to-read,,,,0,0
779509,Precious Bane,Mary Webb,"Webb, Mary",,"=""0268015384""","=""9780268015381""",0,4.22,University of Notre Dame Press,Paperback,328,1990,1924,,2021/07/31,wmpa,wmpa (#9),read,,,,0,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",2,4.24,New English Library,Paperback,1168,1987,1986,2021/07/28,2020/08/19,,,read,"The child sex-orgy was pretty gross and while I get it fits in with the theme it still didn't fit well with my ethics.<br/><br/>The overarching mythology of the King universe is interesting but the last quarter of the book was so abstract, exploring concepts rather than actual actions and events during fight scenes, I found myself losing interest rapidly. <br/><br/>King's writing is good, as always, but I didn't really like this like I expected to.",true,,1,0
81227,Infidel,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""0743289684""","=""9780743289689""",0,4.19,Free Press,Hardcover,353,2007,2006,,2021/07/27,to-read,to-read (#172),to-read,,,,0,0
49645708,Unveiled: How Western Liberals Empower Radical Islam,Yasmine Mohammed,"Mohammed, Yasmine",Rick Fabbro,"=""1999240510""","=""""",0,4.32,Free Hearts Free Minds,Kindle Edition,292,2019,2019,,2021/07/27,to-read,to-read (#171),to-read,,,,0,0
140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,"Cook, Glen",,"=""""","=""""",0,3.93,Tor Fantasy,Mass Market Paperback,319,1992,1984,,2021/07/27,to-read,to-read (#170),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.30,Orbit,Paperback,592,2011,2011,,2021/07/27,to-read,to-read (#169),to-read,,,,0,0
29127,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,"Beagle, Peter S.",Patrick Rothfuss,"=""""","=""""",0,4.18,Penguin Roc,Paperback,294,2008,1968,,2021/07/27,to-read,to-read (#168),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.34,NAL Trade,Paperback,976,2002,1989,,2021/07/27,to-read,to-read (#167),to-read,,,,0,0
66678,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786939834""","=""9780786939831""",5,4.23,Wizards of the Coast,Mass Market Paperback,343,2006,1990,2021/07/25,2021/07/19,,,read,,,,1,0
9799221,Soylent Green,Harry Harrison,"Harrison, Harry",,"=""""","=""""",0,3.71,,Mass Market Paperback,224,1973,1966,,2021/07/24,to-read,to-read (#166),to-read,,,,0,0
73654,Logan's Run,William F. Nolan,"Nolan, William F.",George Clayton Johnson,"=""0553025171""","=""9780553025170""",0,3.64,Bantam Books,Paperback,149,1976,1967,,2021/07/24,to-read,to-read (#165),to-read,,,,0,0
56969549,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Diana Lewis Burgin, Ellendea Proffer","=""1419756508""","=""9781419756504""",0,4.29,Harry N. Abrams,Paperback,432,2021,1967,,2021/07/23,to-read,to-read (#164),to-read,,,,0,0
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",5,4.26,Wizards of the Coast,Mass Market Paperback,343,2005,1990,2021/07/19,2021/07/15,,,read,"High quality fantasy filled with political intrigue, mysterious dark magic and unique visuals (in the infrared spectrum).",,,1,0
92610,Rocannon's World,Ursula K. Le Guin,"Guin, Ursula K. Le",Avram Davidson,"=""0441732968""","=""9780441732968""",0,3.78,Ace,Mass Market Paperback,258,1966,1966,,2021/07/16,to-read,to-read (#163),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.51,Ballantine Books,Hardcover,476,2021,2021,2021/07/15,2021/05/04,,,read,"I think I preferred the Martian, but I felt the characters more relatable in Hail Mary. Excellent read, Andy Weir sets the bar high for himself and all sci fi authors.",,,1,0
48635408,Men Who Hate Women,Laura Bates,"Bates, Laura",,"=""""","=""""",5,4.35,Simon & Schuster UK,Kindle Edition,366,2020,2020,2021/07/11,2021/07/06,,,read,"This book shifted my perspective in an uncomfortable way. Sometimes, opening our eyes to problems is harder than pretending the problems don't exist.",,,1,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,4.18,Atria Publishing,Hardcover,336,2019,2019,,2021/07/06,to-read,to-read (#162),to-read,,,,0,0
13452590,"Closure, Limited and Other Zombie Stories",Max Brooks,"Brooks, Max",,"=""0715642936""","=""9780715642931""",1,3.44,Gerald Duckworth & Co Ltd,Paperback,124,2012,2011,2021/07/05,2021/07/05,,,read,Disappointing. Got this half price and it wasn't worth it.<br/><br/>Vampires removed the surprising realism Brooks successfully brings with this series. Such an odd ending to a great series.,true,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",5,4.02,Crown,Hardcover,342,2006,2006,2014/01/01,2015/04/21,,,read,Still excellent on a second read. ,,,2,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",5,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,2021/07/01,2020/06/14,,,read,"Each sentence drips with literary excellence. A classic piece of tragic feminist literature. <br/><br/>However, this hasn't aged well. A good few racist comments throughout. Still - well worth the read, with that warning attached.",,,1,0
41681,The Jungle,Upton Sinclair,"Sinclair, Upton","Earl Lee, Kathleen De Grave","=""1884365302""","=""9781884365300""",0,3.77,See Sharp Press,Paperback,335,2003,1906,,2021/07/01,to-read,to-read (#161),to-read,,,,0,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",2,3.93,Henry Holt & Company,Hardcover,358,2012,2012,2021/06/29,2021/06/26,,,read,,,,1,0
239065,"The Descent (Descent, #1)",Jeff Long,"Long, Jeff",,"=""051513175X""","=""9780515131758""",0,3.95,Berkley,Mass Market Paperback,572,2001,1999,,2021/06/27,to-read,to-read (#160),to-read,,,,0,0
10603,Cujo,Stephen King,"King, Stephen",,"=""0307348245""","=""9780307348241""",3,3.78,Debolsillo,Mass Market Paperback,432,2006,1981,2021/06/26,2020/10/18,,,read,,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",5,4.34,Crown,Kindle Edition,768,2020,2020,2021/06/20,2021/05/15,,,read,"An excellent resource for a unique insight into world and domestic politics. Inspiring and brimming with hope tempered with realism. I don't agree with all of President Obama's decisions but his personal thoughts on matters often resonate with me. The audiobook, read by the author, is well worth listening to and adds a layer of depth to the written word.",,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2021/06/19,to-read,to-read (#159),to-read,,,,0,0
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.12,HarperTorch,Mass Market Paperback,369,2004,2003,,2021/06/19,to-read,to-read (#158),to-read,,,,0,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5,4.17,Viking Canada,Hardcover,480,2008,2005,2021/06/15,2020/06/14,,,read,"Excellent book. I wasn't expecting to like this so much. Strong multifaceted characters with signature sentence structures, multiple leading women in business and tech, every character shows flaws and polish, an intricate story littered with little details that give depth to each scene (especially realistic: how much coffee professionals drink). <br/><br/>A most enjoyable read, even if I can't pronounce a single one of the Swedish characters' names. ",,,1,0
51891305,"Ranger's Oath (Fall of Radiance, #1)",Blake Arthur Peel,"Peel, Blake Arthur",,"=""""","=""""",3,3.87,Aethon Books,Kindle Edition,326,2020,2018,2021/06/13,2021/06/08,,,read,"A good example of generic fantasy. Very little novelty and of average quality writing. The narrators on audible were, however, fantastic.",,,1,0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",2,4.00,Houghton Mifflin Company,Hardcover,386,2004,1977,2021/06/08,2020/05/02,,,read,,,,1,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",5,4.32,HarperCollins,Paperback,512,2002,1973,2021/06/06,2020/12/30,,,read,"A devastating account of one of the worst atrocities in recent centuries, one unknown by most in the west. An example of how not to run a communist government.",,,1,0
35187176,"Testosterone Rex: Myths of Sex, Science, and Society",Cordelia Fine,"Fine, Cordelia",,"=""0393355489""","=""9780393355482""",5,3.80,W. W. Norton & Company,Paperback,272,2018,2017,2021/06/03,2021/05/31,,,read,"An educational read. It's funny, you think you know all you need to know on a topic and you read a book like this and realize you know nothing. Thanks to Cordelia Fine for educating me. <br/><br/>The author does a good job of discussing serious and fairly complex concepts in an educational manner, sprinkled with amusing anecdotes and quips. ",,,1,0
1091470,Journey's End,R.C. Sherriff,"Sherriff, R.C.",,"=""0435232908""","=""9780435232900""",0,3.82,Heinemann ed,Hardcover,114,1993,1929,,2021/06/01,to-read,to-read (#157),to-read,,,,0,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",5,4.44,Carroll & Graf Publishers,Hardcover,282,1999,1959,2021/05/28,2021/02/03,,,read,"The most astounding account of the human spirit against impossible odds. My favourite book I've read this year, so far, by far.",,,1,0
328907,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060932309""","=""9780060932305""",0,4.13,HarperPerennial ,Paperback,385,2003,1997,,2021/05/28,to-read,to-read (#156),to-read,,,,0,0
133203,The Gentle Art of Verbal Self-Defense,Suzette Haden Elgin,"Elgin, Suzette Haden",,"=""0880290307""","=""9780880290302""",2,3.79,Dorset Pr,Paperback,311,1985,1980,,2021/05/25,,,read,"I got through this book slowly over a few weeks as a sort of ""I'm waiting on my tea to boil"" kind of read. At the time of publishing (1980) this book referred to current science and concepts, and cultural norms, which aren't particularly relevant to the world of today. Additionally, I think this book really just explains what is innately known to many of us instinctively (e.g. the Satir modes). While useful to those who may not consciously understand the instinctive cues (such as responding in a computer Satir mode to someone throwing verbal-punches), I think most people wouldn't learn much from reading this.",,,2,0
331830,Keturah and Lord Death,Martine Leavitt,"Leavitt, Martine",,"=""1932425292""","=""9781932425291""",4,3.89,Boyds Mills Press,Hardcover,216,2006,2006,2021/05/24,2021/05/04,,,read,,,,1,0
158674,Nervous Conditions,Tsitsi Dangarembga,"Dangarembga, Tsitsi",,"=""1580051340""","=""9781580051347""",0,4.04,Seal Press,Paperback,204,2004,1988,,2021/05/23,to-read,to-read (#155),to-read,,,,0,0
12618,Chomsky On Anarchism,Noam Chomsky,"Chomsky, Noam",Barry Pateman,"=""1904859208""","=""9781904859208""",4,3.94,AK Press,Paperback,241,2005,2010,2021/05/22,2021/05/21,,,read,"A fairly accessible read, though there are many references to historical events that are, according to the author, rarely referenced in western education - thus making it rather difficult to follow.<br/><br/>My main take aways are the clear definitions of: anarchism & communism; American libertarianism & European libertarianism; the historical intervention of western powers into anarchistic governments and collectives; as well as the, at least in this book, poorly defined structures that would be placed in anarchist communities. ",,,1,0
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon","=""0807071161""","=""9780807071168""",5,4.18,Beacon Press,Audiobook,7,2018,2018,2021/05/21,2020/06/30,,,read,"Enlightening. <br/><br/>This handbook was a catalyst for self awareness in me. I'm certain that just last week I would have reacted defensively to being called racist, or even being told I said something problematic. I would have cried about how I am so very liberal, how I support BLM, etc., but I wouldn't have once tried to listen to the person trying to politely tell me that I said something offensive or upsetting.<br/><br/>I read, and was told by some, that this book goes ""SJW levels"" of liberalism. I admit I was wary going in - but that helped me pay careful attention to every word in this book. That only helped me accept the facts told.<br/><br/>I agree entirely with all the presented information in this book - though I think this book would only be read by people already willing to learn about racism. It doesn't reach the vast majority of people. So, I hope that us who read it, can instead become paragons of anti-white-fragility, provide examples of how to be open-minded to criticism and feedback from anyone about race. <br/><br/>If you are unsure about reading this book because you think it will be crackpot and ""too woke"", give it a shot and give it a thoroughly critical perusal. I think you will learn much about perspectives of your fellow humans, and in turn, allow you to critically analyze your own thoughts and actions regarding race.<br/><br/>Thank you, Robin DiAngelo. ",,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",0,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,,2021/05/21,to-read,to-read (#154),to-read,,,,0,0
18498558,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,"=""""","=""""",5,4.04,Ecco,Hardcover,262,2014,2014,2021/05/19,2021/05/19,,,read,,,,1,0
53091395,"Active Listening: Improve Your Conversation Skills, Learn Effective Communication Techniques, Achieve Successful Relationships with 6 Essential Guidelines",Joseph Sorensen,"Sorensen, Joseph",,"=""""","=""""",1,3.10,,Kindle Edition,80,2019,,2021/01/01,2021/05/18,,,read,Was this written by an AI? It technically makes sense but seems like it was written without coherent thought. I do not recommend this whatsoever.,,,1,0
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",Julie Li,"=""194883653X""","=""9781948836531""",5,3.75,BenBella Books,Hardcover,290,2019,2019,2021/05/15,2021/05/12,,,read,"I generally dislike self-help books as they tend to be chock full of pseudoscience and anecdotal evidence. While this book does have lots of anecdotes, they supplement the references to peer-reviewed studies. ",,,1,0
8586330,The Outsider,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",3,3.97,,Kindle Edition,66,,1926,2021/05/14,2021/05/14,,,read,,,,1,0
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642296""","=""9781451642292""",0,3.72,Avid Reader Press ,Hardcover,306,2019,2019,,2021/05/13,to-read,to-read (#153),to-read,,,,0,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.86,Europa Editions,Hardcover,430,2020,2019,,2021/05/12,to-read,to-read (#152),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",0,4.15,Riverhead Books,Hardcover,343,2020,2020,,2021/05/12,to-read,to-read (#151),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.73,Anchor Books,Paperback,215,1994,1958,,2021/05/12,"wmpa, to-read","wmpa (#7), to-read (#150)",to-read,,,,0,0
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""""","=""""",0,3.97,Penguin Books,Paperback,352,2006,1989,,2021/05/12,to-read,to-read (#149),to-read,,,,0,0
5148,A Separate Peace,John Knowles,"Knowles, John",,"=""""","=""""",0,3.59,Scribner,Paperback,208,2003,1959,,2021/05/12,"to-read, wmpa","to-read (#148), wmpa (#5)",to-read,,,,0,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",0,3.57,Heinemann,Hardcover,144,1994,1949,,2021/05/12,to-read,to-read (#147),to-read,,,,0,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192805218""",0,3.79,Oxford University Press,Paperback,544,1998,1860,,2021/05/12,to-read,to-read (#146),to-read,,,,0,0
18685594,"Gravitas: Communicate with Confidence, Influence and Authority",Caroline Goyder,"Goyder, Caroline",,"=""147350144X""","=""9781473501447""",1,3.77,Ebury Digital,Paperback,256,2014,2014,,2021/05/12,abandoned,abandoned (#3),abandoned,,,,0,0
9560573,A Classical Education: The Stuff You Wish You'd Been Taught in School,Caroline Taggart,"Taggart, Caroline",,"=""""","=""""",3,3.66,Michael O'Mara Books,Kindle Edition,192,2009,2009,2021/05/12,2021/05/12,,,read,,,,1,0
44334480,The Vexed Generation (Magic 2.0 #6),Scott  Meyer,"Meyer, Scott",Luke Daniels,"=""""","=""""",4,4.11,Audible Studios ,Audible Audio,10,2019,2019,2021/05/12,2021/04/15,,,read,"Probably the second best book in the series. It introduces new fun forms of magic, new villains, new characters as well as progressing existing character development.",true,,1,0
49381341,"Peace Talks (The Dresden Files, #16)",Jim Butcher,"Butcher, Jim",,"=""0451464419""","=""9780451464415""",2,4.22,Ace,Hardcover,340,2020,2020,2021/05/05,2021/05/05,,,read,"I don't care if Dresden is an unreliable narrator, Butcher has made the decision to make (nearly) every woman a sex object. Particularly uncomfortable are the teenage girls that are ""developing hips that weren't there before"", or his best-friends daughter that he can't look at without thinking of sex - even when she has become gaunt and malnourished. <br/><br/>The rest is great. But every epic tale is littered with Dresden's (and therefore Butcher's) view on women. ",,,1,0
69136,"The Book of Lost Things (The Book of Lost Things, #1)",John Connolly,"Connolly, John",,"=""0743298853""","=""9780743298858""",5,3.96,Atria Books,Hardcover,339,2006,2006,2021/05/02,2020/05/25,,,read,"Well, I don't recommend listening to the audiobook - especially the ending - in public, lest you cry in costco while buying salmon. As I did.<br/><br/>I didn't expect this to hit so hard but the culmination of the threads of the story at the end, and the epilogue-type ending was beautiful. <br/><br/>I highly recommend this.",,,1,0
39751936,"Out of Spite, Out of Mind (Magic 2.0 #5)",Scott  Meyer,"Meyer, Scott",Luke Daniels,"=""""","=""""",5,3.78,Audible Studios,Audible Audio,8,2018,2018,2021/04/26,2021/04/15,,,read,"I knew it was worth sticking with this series. The past few books were rather lackluster, but this one takes the cake. Full of fun magic, intrigue, and keeps you thinking (and keeping track) of plot. Most enjoyable, and great narration on the audiobook as always.",,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2021/04/26,to-read,to-read (#145),to-read,,,,0,0
37499220,More Than Happiness: Buddhist and Stoic Wisdom for a Sceptical Age,Antonia Macaro,"Macaro, Antonia",,"=""1785781340""","=""9781785781346""",0,3.69,Icon Books,Kindle Edition,218,2018,,,2021/04/25,to-read,to-read (#144),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""""","=""""",0,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2021/04/23,"wmpa, to-read","wmpa (#3), to-read (#143)",to-read,,,,0,0
1830876,The Story of India,Michael Wood,"Wood, Michael",,"=""0563539151""","=""9780563539155""",3,3.85,BBC Books,Hardcover,256,2007,2007,2021/04/24,2021/04/18,,,read,"Bit of a letdown after reading the story of China. I think the lack of context meant I was frequently lost, it was as if there was some prerequired reading I missed.",,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.17,Vintage,Paperback,559,1992,1992,,2021/04/23,to-read,to-read (#142),to-read,,,,0,0
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""""","=""""",0,4.01,Penguin Classics,Paperback,672,2003,1859,,2021/04/23,to-read,to-read (#141),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon, Eleanor Marx-Aveling","=""0192840398""","=""9780192840394""",0,3.70,Oxford University Press,Paperback,329,2004,1856,,2021/04/23,to-read,to-read (#140),to-read,,,,0,0
107301,A Town Like Alice,Nevil Shute,"Shute, Nevil",,"=""1842323008""","=""9781842323007""",0,4.15,House of Stratus Ltd,Paperback,359,2000,1950,,2021/04/23,to-read,to-read (#139),to-read,,,,0,0
227443,"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,"Fielding, Helen",,"=""014028009X""","=""9780140280098""",0,3.80,Penguin Books,Hardcover,288,1999,1996,,2021/04/23,to-read,to-read (#138),to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2021/04/23,to-read,to-read (#137),to-read,,,,0,0
232187,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301155""","=""9780141301150""",0,4.16,Puffin Books,Paperback,155,1998,1964,,2021/04/23,to-read,to-read (#136),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",3,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,2021/04/20,2020/07/14,,,read,,,,1,0
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le","Françoise Maillet, Michel Lee Landa","=""141650964X""","=""9781416509646""",4,4.13,Gallery Books,Paperback,259,2004,1972,2021/04/20,2021/04/17,,,read,,,,1,0
36566205,"Fight and Flight (Magic 2.0, #4)",Scott  Meyer,"Meyer, Scott",,"=""0986239976""","=""9780986239977""",4,3.63,Rocket Hat Industries,Paperback,352,2017,2017,2021/04/18,2021/04/15,,,read,"An improvement over the previous two in the series: this book had more of a natural flow like the first in the series.<br/><br/>Also, the removal of redundant conversations about gender was a relief. I didn't realize how stressed books #2 and #3 made me while reading.<br/><br/>Looking forward to the next one. ",,,1,0
56599072,Emotional Female,Yumiko Kadota,"Kadota, Yumiko",,"=""1760894621""","=""9781760894627""",0,4.28,Viking,Paperback,400,2021,2021,,2021/04/16,to-read,to-read (#135),to-read,,,,0,0
20821174,The Fault in Our Stars,John Green,"Green, John",,"=""014242417X""","=""9780142424179""",0,4.14,Penguin Books,Paperback,318,2014,2012,,2021/04/16,to-read,to-read (#134),to-read,,,,0,0
23249416,"An Unwelcome Quest (Magic 2.0, #3)",Scott  Meyer,"Meyer, Scott",,"=""147787139X""","=""9781477871393""",3,4.00,47North,Kindle Edition,434,2015,2015,2021/04/15,2021/04/11,,,read,,,,1,0
33646921,Solitude (Dimension Space #1),Dean M. Cole,"Cole, Dean M.",,"=""""","=""""",0,3.85,CANDTOR Press,Kindle Edition,308,2016,2016,,2021/04/15,to-read,to-read (#133),to-read,,,,0,0
