Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.03,Alfred A. Knopf Borzoi Books,Paperback,357,2006,2002,,2020/04/15,abandoned,abandoned (#27),abandoned,,,,0,0
32796193,How You Decide: The Science of Human Decision Making,Ryan Hamilton,"Hamilton, Ryan",,"=""""","=""""",3,4.27,The Great Courses,Audible Audio,12,2016,,2023/02/05,2023/01/27,,,read,"The first half was fascinating and the second half dry. Plus, I'd really appreciate if every experiment explained also mentioned the number of test subjects and whether they were a reasonable sample of humanity, or of university students in one US state.",,,1,0
461104,The Ascent of Man,Jacob Bronowski,"Bronowski, Jacob",,"=""0316109339""","=""9780316109338""",0,4.21,Little Brown & Co,Paperback,448,1976,1973,,2023/02/05,to-read,to-read (#311),to-read,,,,0,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.29,Bantam Books,Paperback,289,1993,1969,,2023/02/04,to-read,to-read (#310),to-read,,,,0,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,4.48,Balzer + Bray,Hardcover,454,2017,2017,,2023/02/04,to-read,to-read (#309),to-read,,,,0,0
29844228,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595147888""","=""9781595147882""",0,3.85,Razorbill,Hardcover,352,2016,2007,,2023/02/04,to-read,to-read (#308),to-read,,,,0,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",0,4.12,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2021/05/12,to-read,to-read (#307),to-read,,,,0,0
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,"=""0316013684""","=""9780316013680""",0,4.07,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,,2023/02/04,to-read,to-read (#306),to-read,,,,0,0
40549668,Pleasure Activism: The Politics of Feeling Good,Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849353263""","=""9781849353267""",0,4.26,AK Press,Paperback,441,2019,2019,,2023/02/03,to-read,to-read (#305),to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",5,4.30,Beacon Press,Paperback,288,2004,1979,2023/02/02,2022/11/19,,,read,"An excellent book for showing the likely perspectives of how a modern age black woman and white man would experience the antebellum south. Fascinating depiction of how society can bend children and adults alike towards accepting systemic prejudice, and of finding hope where it feels like there is none.",,,1,0
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,"=""0062570609""","=""9780062570604""",4,4.14,Balzer + Bray,Hardcover,455,2018,2018,2023/01/31,2022/02/09,,,read,"Loved the main character - a very cool aesthetic feel to the hunter of the undead, raised in a once ruptured once raptured society - with combat sickles in hand. <br/><br/>The overarching story was rather transparent; there were few plot twists I didn't foresee - but it was still enjoyable all the same.",,,1,0
62190855,"Crystal Awakening (Shattered Legacy, #1)",Andrew Rowe,"Rowe, Andrew",Kayleigh Nicol,"=""1039415024""","=""9781039415027""",0,3.92,Podium Publishing,Kindle Edition,423,2022,2022,,2023/01/12,abandoned,abandoned (#26),abandoned,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",5,4.35,Abrams Press,Hardcover,448,2019,2019,2023/01/27,2023/01/20,,,read,"The book I will recommend to anyone belittling the plight of women even in these modern times, and everyone else, too.",,,1,0
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",0,4.14,Voyager,Paperback,278,2003,1974,,2023/01/21,to-read,to-read (#304),to-read,,,,0,0
77711,A Fire Upon the Deep,Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.14,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2023/01/21,to-read,to-read (#303),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2023/01/21,to-read,to-read (#302),to-read,,,,0,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",5,3.88,Crown,Hardcover,259,2016,2016,2023/01/20,2023/01/16,,,read,"Not as detailed as I'd hoped from a data science perspective, but that's not the purpose of this book. Instead it enlightened me to the extend of prejudice, bias and human flaws present in data and models in place in industry, academia and government.<br/><br/>A must read for any who work with data, and many who do not.",,,1,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.86,Oxford University Press,Hardcover,352,2014,2014,,2023/01/20,to-read,to-read (#301),to-read,,,,0,0
62994672,Disability Friendly: How to Move from Clueless to Inclusive,John D. Kemp,"Kemp, John D.",,"=""1119830095""","=""9781119830092""",0,4.00,Wiley,Hardcover,256,2022,,,2023/01/19,to-read,to-read (#300),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.15,Tor.com,ebook,144,2017,2017,2023/01/17,2022/11/19,,,read,Good but a bit too tidily wrapped up for my kind of story.,true,,1,0
24515554,Simple Sabotage: A Modern Field Manual for Detecting and Rooting Out Everyday Behaviors That Undermine Your Workplace,Robert M. Galford,"Galford, Robert M.","Bob Frisch, Cary Greene","=""0062371606""","=""9780062371607""",0,3.67,HarperOne,Hardcover,212,2015,2015,,2023/01/16,to-read,to-read (#299),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.31,Orbit,Paperback,468,2015,2015,2023/01/12,2022/09/26,,,read,"This is an extraordinary novel that delves into the intricacies of societal issues with a unique and enthralling narrative. At first, the story appears takes place in a dystopian world where civilization is on the brink of collapse due to constant natural disasters known as ""Seasons."" The society in this world is divided and oppressed, with a ruling class known as ""Orogenes"" who possess the power to control the earth's movements, but are treated as outcasts and enslaved. However, we eventually learn that the nearing apocalypse is caused, at least inadvertently, by the deeply unethical actions of the oppressors.<br/><br/>The author tackles themes such as oppression, inequality, and class division masterfully through the perspectives of three different female characters, each of whom are navigating their own struggles in this brutal world. The novel's focus on a feminine perspective is particularly noteworthy, as it adds a refreshing layer of depth and nuance to the exploration of these themes. The characters are complex and fully realized, making it easy for readers to connect with and understand their struggles. <br/><br/>Jemisin's writing is evocative and atmospheric, immersing readers in the world of the ""Fifth Season"" and making it easy to become emotionally invested in the story. The plot is expertly crafted, with twists and turns that keep the readers on the edge of their seats.<br/><br/>""The Fifth Season"" is a thought-provoking and emotionally charged novel that is both unique and powerful in its exploration of societal issues in a unique fantasy setting. <br/><br/>Trigger warning, however, as there are rare but graphic depictions of sexual assault and violence. ",true,,1,0
8884400,The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive,Brian Christian,"Christian, Brian",,"=""0385533063""","=""9780385533065""",0,3.94,Knopf Doubleday Publishing Group,Hardcover,303,2011,2011,,2023/01/11,to-read,to-read (#298),to-read,,,,0,0
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",0,4.40,Wiley,Paperback,288,2015,2015,,2023/01/04,to-read,to-read (#296),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton & Company,Paperback,304,2014,2012,,2023/01/04,to-read,to-read (#295),to-read,,,,0,0
14744694,Python for Data Analysis,Wes McKinney,"McKinney, Wes",,"=""1449319793""","=""9781449319793""",0,4.17,O'Reilly Media,Paperback,400,2012,2011,,2023/01/04,to-read,to-read (#294),to-read,,,,0,0
24346909,Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Müller,"Müller, Andreas C.",Sarah Guido,"=""1449369413""","=""9781449369415""",0,4.35,O'Reilly Media,Paperback,398,2016,2015,,2023/01/04,to-read,to-read (#293),to-read,,,,0,0
28646693,Practical Statistics for Data Scientists: 50 Essential Concepts,Peter Bruce,"Bruce, Peter",Andrew Bruce,"=""1491952962""","=""9781491952962""",0,4.01,O'Reilly Media,Paperback,315,2017,,,2023/01/04,currently-reading,currently-reading (#1),currently-reading,,,,1,0
52880778,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,"=""034553980X""","=""9780345539809""",0,4.27,Del Rey,Paperback,400,2014,2014,,2023/01/04,to-read,to-read (#292),to-read,,,,0,0
143534,The Gift of the Magi,O. Henry,"Henry, O.",Lisbeth Zwerger,"=""141693586X""","=""9781416935865""",5,4.11,Simon & Schuster Books for Young Readers,Hardcover,26,2006,1905,2023/01/03,2022/12/31,,,read,"A short and sweet tale of wisdom being the route taken with love, not the route taken with wit, and regardless of outcome it always being the right path.",,,1,0
62843219,"The Silence of Unworthy Gods (Arcane Ascension, #4)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.28,,Kindle Edition,753,2022,2022,2023/01/03,2022/12/28,,,read,"So refreshing to have an LGBTQ friendly fantasy series. Also refreshing to have heroes with realistic mental health issues to go along with the scenarios they face (trauma, ptsd, anxiety).",,,1,0
58724708,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217393""","=""9781250217394""",0,4.16,Tor Trade,Paperback,384,2023,2021,,2023/01/03,to-read,to-read (#291),to-read,,,,0,0
2832370,Biology: The Science of Life,Stephen Nowicki,"Nowicki, Stephen",,"=""1565859278""","=""9781565859272""",4,4.21,The Teaching Company,Audio Cassette,36,2004,2004,2022/12/31,2022/12/27,,,read,,,,1,0
59515764,"Dreadgod (Cradle, #11)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.65,Hidden Gnome Publishing,Kindle Edition,464,2022,2022,2022/12/27,2022/11/16,,,read,,,,1,0
57640065,"Reaper (Cradle, #10)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.69,Hidden Gnome Publishing,Kindle Edition,465,2021,2021,2022/12/24,2022/11/16,,,read,,,,1,0
33357463,"Improbable Destinies: Fate, Chance, and the Future of Evolution",Jonathan B. Losos,"Losos, Jonathan B.",,"=""0399184929""","=""9780399184925""",0,4.07,Riverhead Books,Hardcover,368,2017,2017,,2022/12/23,to-read,to-read (#290),to-read,,,,0,0
31409135,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",4,4.15,Sourcebooks,Hardcover,479,2017,2016,2022/12/21,2022/12/20,,,read,,,,1,0
24099187,"Understanding Genetics: DNA, Genes, And Their Real World Applications",David E. Sadava,"Sadava, David E.",,"=""""","=""""",4,4.17,The Teaching Company,Audible Audio,13,2013,2008,2022/12/19,2022/11/23,,,read,,,,1,0
44327636,"The First Step (A Thousand Li, #1)",Tao Wong,"Wong, Tao",,"=""1989458009""","=""9781989458006""",0,4.11,Starlit Publishing,Kindle Edition,367,2019,2019,,2022/12/18,to-read,to-read (#289),to-read,,,,0,0
55595995,"Bloodline (Cradle, #9)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.52,Hidden Gnome Publishing,Kindle Edition,378,2021,2021,2022/12/18,2022/11/16,,,read,,,,1,0
55423083,"Wintersteel (Cradle, #8)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.70,Hidden Gnome Publishing,Paperback,540,2020,2020,2022/12/16,2022/11/16,,,read,,,,1,0
50789354,"Uncrowned (Cradle, #7)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.56,Hidden Gnome Publishing,Kindle Edition,336,2019,2019,2022/12/14,2022/11/16,,,read,,,,1,0
43895031,"Underlord (Cradle, #6)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.62,Hidden Gnome Publishing,Kindle Edition,348,2019,2019,2022/12/12,2022/11/16,,,read,,,,1,0
40280403,"Ghostwater (Cradle, #5)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.56,Hidden Gnome Publishing,Kindle Edition,310,2018,2018,2022/12/10,2022/11/16,,,read,,,,1,0
36332410,"Skysworn (Cradle, #4)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.39,Hidden Gnome Publishing,Kindle Edition,292,2017,2017,2022/12/05,2022/11/16,,,read,"I'm really enjoying this series. I feel like I've read so much fantasy in recent years that has faded into generic storylines and character developments. This series is a refreshing in many ways, and is a nice midway between LitRPG and traditional fantasy. The complexity of the magic systems, the slow growth of the main characters paralleled with the ongoings of (more or less) gods is wonderful.",,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,,2020/04/01,abandoned,abandoned (#25),abandoned,,,,0,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",3,4.17,Harper Voyager,ebook,545,2018,2018,2022/12/04,2022/09/26,,,read,"Loved the setting, the diversity of characters.<br/><br/>Disliked the YA feel to the second half of the book, the love triangle, the unnecessary visceral descriptions of rape.",,,1,0
739791,Reinforcement Learning: An Introduction (Adaptive Computation and Machine Learning),Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,"=""0262193981""","=""9780262193986""",5,4.53,Bradford Books,Hardcover,322,1998,,2022/11/29,2022/11/15,,,read,"Excellent introduction to the field. I do wish the most recent version was finalized, there are some missing paragraphs. ",,,1,0
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen, Chip Kidd","=""0385689454""","=""9780385689458""",2,3.75,Bond Street Books,Kindle Edition,242,2017,2014,2022/11/25,2022/11/24,,,read,,,,1,0
18047306,"House of Blades (Traveler's Gate, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.07,Hidden Gnome Publishing,Kindle Edition,294,2013,2013,,2022/11/24,to-read,to-read (#288),to-read,,,,0,0
8510013,Prince of Wolves (Pathfinder Tales),Dave Gross,"Gross, Dave",,"=""1601252870""","=""9781601252876""",4,3.73,"Paizo Publishing, LLC",Mass Market Paperback,360,2010,2010,2022/11/23,2022/08/16,,,read,,,,1,0
17384266,Radiance: The Passion of Marie Curie,Alan Alda,"Alda, Alan",,"=""0573700605""","=""9780573700606""",0,3.86,"Samuel French, Inc.",Paperback,72,2013,2013,,2022/11/21,to-read,to-read (#287),to-read,,,,0,0
